source_id,subject,relative_path,parser,status,units,unit_count,text_chars,formula_count,table_count,embedded_visual_count,notes
SRC-0396,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 001652.png,Pillow,parsed,pixels,847872,,,,1,1104x768; mode=RGBA
SRC-0397,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-10 002147.png,Pillow,parsed,pixels,334286,,,,1,463x722; mode=RGBA
SRC-0398,센서응용공학,사진\센서응용공학_[STUDENT-ID]_[AUTHOR]_4학년_AESA 기반 레이더 센서 시스템 분석 및 Diffusion Model 기반 SAR 영상 향상 방안.docx,python-docx,parsed,paragraphs,68,13177,,5,4,
SRC-0399,센서응용공학,센서응용공학_[STUDENT-ID]_[AUTHOR]_4학년_AESA 기반 레이더 센서 시스템 분석 및 Diffusion Model 기반 SAR 영상 향상 방안.pdf,pypdf,parsed,pages,10,13680,,,4,
SRC-0400,전기기기,Transformer Design calculator EI-190 (1).xlsx,openpyxl,parsed,worksheets,1,3695,42,202,0,nonempty_cells=202; charts=0; images=0
SRC-0401,전기기기,Transformer Design calculator UI-1.80MHW.xlsx,openpyxl,parsed,worksheets,1,4273,51,230,0,nonempty_cells=230; charts=0; images=0
SRC-0402,전기기기,Transformer Design calculator.xlsx,openpyxl,parsed,worksheets,1,3582,40,199,0,nonempty_cells=199; charts=0; images=0
SRC-0403,전기기기,사진\스크린샷 2026-07-29 102810.png,Pillow,parsed,pixels,57288,,,,1,434x132; mode=RGBA
SRC-0404,전기기기,사진\스크린샷 2026-07-29 102913.png,Pillow,parsed,pixels,402520,,,,1,580x694; mode=RGBA
SRC-0405,전기기기,사진\스크린샷 2026-07-29 102922.png,Pillow,parsed,pixels,99360,,,,1,552x180; mode=RGBA
SRC-0406,전기기기,사진\스크린샷 2026-07-29 102926.png,Pillow,parsed,pixels,129000,,,,1,500x258; mode=RGBA
SRC-0407,전기기기,사진\스크린샷 2026-07-29 102935.png,Pillow,parsed,pixels,225584,,,,1,613x368; mode=RGBA
SRC-0408,전기기기,사진\스크린샷 2026-07-29 102944.png,Pillow,parsed,pixels,165678,,,,1,521x318; mode=RGBA
SRC-0409,전기기기,사진\스크린샷 2026-07-29 103001.png,Pillow,parsed,pixels,73814,,,,1,442x167; mode=RGBA
SRC-0410,전기기기,사진\스크린샷 2026-07-29 103010.png,Pillow,parsed,pixels,67570,,,,1,466x145; mode=RGBA
SRC-0411,전기기기,사진\스크린샷 2026-07-29 103013.png,Pillow,parsed,pixels,119415,,,,1,419x285; mode=RGBA
SRC-0412,전기기기,사진\스크린샷 2026-07-29 103047.png,Pillow,parsed,pixels,319176,,,,1,558x572; mode=RGBA
SRC-0413,전기기기,전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf,pypdf,parsed,pages,10,6418,,,9,
SRC-0414,전동기제어,dc machine.zip,metadata,metadata-only,,,,,,,
SRC-0415,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator\CopilotIndices\18.0.934.24903\CodeChunks.db,metadata,metadata-only,,,,,,,
SRC-0416,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator\CopilotIndices\18.0.934.24903\SemanticSymbols.db,metadata,metadata-only,,,,,,,
SRC-0417,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\FileContentIndex\034a2e9a-cf60-4eb1-ac0d-7936564f2ad9.vsidx,metadata,metadata-only,,,,,,,
SRC-0418,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\v18\.suo,metadata,metadata-only,,,,,,,
SRC-0419,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\v18\Browse.VC.db,metadata,metadata-only,,,,,,,
SRC-0420,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\v18\DocumentLayout.backup.json,metadata,metadata-only,,,,,,,
SRC-0421,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\v18\DocumentLayout.json,metadata,metadata-only,,,,,,,
SRC-0422,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\v18\ipch\AutoPCH\fa4dffd68a4c7485\PI CONTORLLER CALCULATOR.ipch,metadata,metadata-only,,,,,,,
SRC-0423,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\.vs\PI contorller calculator.slnx\v18\Solution.VC.db,metadata,metadata-only,,,,,,,
SRC-0424,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\PI contorller calculator.cpp,text/utf-8-sig,parsed,lines,117,3591,,,,
SRC-0425,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\PI contorller calculator.vcxproj,metadata,metadata-only,,,,,,,
SRC-0426,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\PI contorller calculator.vcxproj.filters,metadata,metadata-only,,,,,,,
SRC-0427,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\PI contorller calculator.vcxproj.user,metadata,metadata-only,,,,,,,
SRC-0428,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\CL.command.1.tlog,metadata,metadata-only,,,,,,,
SRC-0429,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\Cl.items.tlog,metadata,metadata-only,,,,,,,
SRC-0430,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\CL.read.1.tlog,metadata,metadata-only,,,,,,,
SRC-0431,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\CL.write.1.tlog,metadata,metadata-only,,,,,,,
SRC-0432,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\link.command.1.tlog,metadata,metadata-only,,,,,,,
SRC-0433,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\link.read.1.tlog,metadata,metadata-only,,,,,,,
SRC-0434,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\link.secondary.1.tlog,metadata,metadata-only,,,,,,,
SRC-0435,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\link.write.1.tlog,metadata,metadata-only,,,,,,,
SRC-0436,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI conto.d3c742dd.tlog\PI contorller calculator.lastbuildstate,metadata,metadata-only,,,,,,,
SRC-0437,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI contorller calculator.exe.recipe,metadata,metadata-only,,,,,,,
SRC-0438,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI contorller calculator.ilk,metadata,metadata-only,,,,,,,
SRC-0439,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI contorller calculator.log,text/utf-8-sig,parsed,lines,3,168,,,,
SRC-0440,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\PI contorller calculator.obj,metadata,metadata-only,,,,,,,
SRC-0441,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\vc145.idb,metadata,metadata-only,,,,,,,
SRC-0442,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator\x64\Debug\vc145.pdb,metadata,metadata-only,,,,,,,
SRC-0443,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\PI contorller calculator.slnx,metadata,metadata-only,,,,,,,
SRC-0444,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\x64\Debug\PI contorller calculator.exe,metadata,metadata-only,,,,,,,
SRC-0445,전동기제어,dc machine__extracted\dc machine\PI contorller calculator\x64\Debug\PI contorller calculator.pdb,metadata,metadata-only,,,,,,,
SRC-0446,전동기제어,PI 계산기.xlsx,openpyxl,parsed,worksheets,1,972,13,72,0,nonempty_cells=72; charts=0; images=0
SRC-0447,전동기제어,Project2025 -5조-1.pdf,pypdf,parsed,pages,13,7577,,,17,
SRC-0448,전동기제어,사진\aim3 결과.png,Pillow,parsed,pixels,826590,,,,1,1401x590; mode=RGB
SRC-0449,전동기제어,사진\속도응답.png,Pillow,parsed,pixels,824600,,,,1,1400x589; mode=RGB
SRC-0450,전동기제어,사진\속도응답matlab.png,Pillow,parsed,pixels,1436730,,,,1,1731x830; mode=RGB
SRC-0451,전동기제어,사진\스크린샷 2026-07-29 103254.png,Pillow,parsed,pixels,241995,,,,1,663x365; mode=RGBA
SRC-0452,전동기제어,사진\스크린샷 2026-07-29 103419.png,Pillow,parsed,pixels,194688,,,,1,676x288; mode=RGBA
SRC-0453,전동기제어,사진\스크린샷 2026-07-29 103428.png,Pillow,parsed,pixels,116948,,,,1,676x173; mode=RGBA
SRC-0454,전동기제어,사진\스크린샷 2026-07-29 103432.png,Pillow,parsed,pixels,117302,,,,1,659x178; mode=RGBA
SRC-0455,전동기제어,사진\스크린샷 2026-07-29 103436.png,Pillow,parsed,pixels,152424,,,,1,657x232; mode=RGBA
SRC-0456,전동기제어,사진\스크린샷 2026-07-29 103441.png,Pillow,parsed,pixels,123984,,,,1,656x189; mode=RGBA
SRC-0457,전동기제어,사진\스크린샷 2026-07-29 103446.png,Pillow,parsed,pixels,188064,,,,1,653x288; mode=RGBA
SRC-0458,전동기제어,사진\스크린샷 2026-07-29 103450.png,Pillow,parsed,pixels,162597,,,,1,653x249; mode=RGBA
SRC-0459,전동기제어,사진\스크린샷 2026-07-29 103455.png,Pillow,parsed,pixels,247680,,,,1,645x384; mode=RGBA
SRC-0460,전동기제어,사진\스크린샷 2026-07-29 103505.png,Pillow,parsed,pixels,243648,,,,1,648x376; mode=RGBA
SRC-0461,전동기제어,사진\스크린샷 2026-07-29 103509.png,Pillow,parsed,pixels,174312,,,,1,648x269; mode=RGBA
SRC-0462,전동기제어,사진\전류응답.png,Pillow,parsed,pixels,835380,,,,1,1404x595; mode=RGB
SRC-0463,전동기제어,사진\전류응답matlab.png,Pillow,parsed,pixels,1351360,,,,1,1648x820; mode=RGB
SRC-0464,전동기제어,사진\토크리플 10000.png,Pillow,parsed,pixels,1680742,,,,1,1897x886; mode=RGB
SRC-0465,전동기제어,사진\토크리플 25000.png,Pillow,parsed,pixels,1688211,,,,1,1899x889; mode=RGB
SRC-0466,전동기제어,사진\프정격조건 속도 그래.png,Pillow,parsed,pixels,811179,,,,1,1401x579; mode=RGB
SRC-0467,전동기제어,사진\회로도.png,Pillow,parsed,pixels,655830,,,,1,1041x630; mode=RGB
SRC-0468,전동기제어,전동기 프로젝트\aim3 결과.png,Pillow,parsed,pixels,826590,,,,1,1401x590; mode=RGB
SRC-0469,전동기제어,전동기 프로젝트\dc모터 제어 코드.txt,text/utf-8-sig,parsed,lines,122,3302,,,,
SRC-0470,전동기제어,전동기 프로젝트\dc모터 최종 코드.txt,text/utf-8-sig,parsed,lines,122,3395,,,,
SRC-0471,전동기제어,전동기 프로젝트\Project2025.pdf,pypdf,parsed,pages,9,2254,,,23,
SRC-0472,전동기제어,전동기 프로젝트\속도응답 매트랩코드.txt,text/utf-8-sig,parsed,lines,65,1954,,,,
SRC-0473,전동기제어,전동기 프로젝트\속도응답 코드.txt,text/utf-8-sig,parsed,lines,93,2146,,,,
SRC-0474,전동기제어,전동기 프로젝트\속도응답.png,Pillow,parsed,pixels,824600,,,,1,1400x589; mode=RGB
SRC-0475,전동기제어,전동기 프로젝트\속도응답matlab.png,Pillow,parsed,pixels,1436730,,,,1,1731x830; mode=RGB
SRC-0476,전동기제어,전동기 프로젝트\전류응답 매트랩코드.txt,text/utf-8-sig,parsed,lines,50,1276,,,,
SRC-0477,전동기제어,전동기 프로젝트\전류응답 코드.txt,text/utf-8-sig,parsed,lines,81,2005,,,,
SRC-0478,전동기제어,전동기 프로젝트\전류응답.png,Pillow,parsed,pixels,835380,,,,1,1404x595; mode=RGB
SRC-0479,전동기제어,전동기 프로젝트\전류응답matlab.png,Pillow,parsed,pixels,1351360,,,,1,1648x820; mode=RGB
SRC-0480,전동기제어,전동기 프로젝트\토크리플 10000.png,Pillow,parsed,pixels,1680742,,,,1,1897x886; mode=RGB
SRC-0481,전동기제어,전동기 프로젝트\토크리플 25000.png,Pillow,parsed,pixels,1688211,,,,1,1899x889; mode=RGB
SRC-0482,전동기제어,전동기 프로젝트\프정격조건 속도 그래.png,Pillow,parsed,pixels,811179,,,,1,1401x579; mode=RGB
SRC-0483,전동기제어,전동기 프로젝트\회로도.png,Pillow,parsed,pixels,655830,,,,1,1041x630; mode=RGB
SRC-0484,전동기제어,전동기 프로젝트.zip,metadata,metadata-only,,,,,,,
SRC-0485,전동기제어,전동기 프로젝트__extracted\aim3 결과.png,Pillow,parsed,pixels,826590,,,,1,1401x590; mode=RGB
SRC-0486,전동기제어,전동기 프로젝트__extracted\dc모터 제어 코드.txt,text/utf-8-sig,parsed,lines,122,3302,,,,
SRC-0487,전동기제어,전동기 프로젝트__extracted\dc모터 최종 코드.txt,text/utf-8-sig,parsed,lines,122,3395,,,,
SRC-0488,전동기제어,전동기 프로젝트__extracted\Project2025.pdf,pypdf,parsed,pages,9,2254,,,23,
SRC-0489,전동기제어,전동기 프로젝트__extracted\속도응답 매트랩코드.txt,text/utf-8-sig,parsed,lines,65,1954,,,,
SRC-0490,전동기제어,전동기 프로젝트__extracted\속도응답 코드.txt,text/utf-8-sig,parsed,lines,93,2146,,,,
SRC-0491,전동기제어,전동기 프로젝트__extracted\속도응답.png,Pillow,parsed,pixels,824600,,,,1,1400x589; mode=RGB
SRC-0492,전동기제어,전동기 프로젝트__extracted\속도응답matlab.png,Pillow,parsed,pixels,1436730,,,,1,1731x830; mode=RGB
SRC-0493,전동기제어,전동기 프로젝트__extracted\전류응답 매트랩코드.txt,text/utf-8-sig,parsed,lines,50,1276,,,,
SRC-0494,전동기제어,전동기 프로젝트__extracted\전류응답 코드.txt,text/utf-8-sig,parsed,lines,81,2005,,,,
SRC-0495,전동기제어,전동기 프로젝트__extracted\전류응답.png,Pillow,parsed,pixels,835380,,,,1,1404x595; mode=RGB
SRC-0496,전동기제어,전동기 프로젝트__extracted\전류응답matlab.png,Pillow,parsed,pixels,1351360,,,,1,1648x820; mode=RGB
SRC-0497,전동기제어,전동기 프로젝트__extracted\토크리플 10000.png,Pillow,parsed,pixels,1680742,,,,1,1897x886; mode=RGB
SRC-0498,전동기제어,전동기 프로젝트__extracted\토크리플 25000.png,Pillow,parsed,pixels,1688211,,,,1,1899x889; mode=RGB
SRC-0499,전동기제어,전동기 프로젝트__extracted\프정격조건 속도 그래.png,Pillow,parsed,pixels,811179,,,,1,1401x579; mode=RGB
SRC-0500,전동기제어,전동기 프로젝트__extracted\회로도.png,Pillow,parsed,pixels,655830,,,,1,1041x630; mode=RGB
SRC-0501,전력시스템공학,사진\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].hwpx,HWPX XML,parsed,sections,1,5600,,,17,
SRC-0502,전력시스템공학,사진\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,pypdf,parsed,pages,11,5946,,,17,
SRC-0503,전력시스템공학,사진\전력시스템공학__서지임피던스 계산 및 프로그램 실행 보고서_32210488_김동혁.pdf,pypdf,parsed,pages,10,3536,,,19,
SRC-0504,전력시스템공학,제11차 전력수급기본계획요약_전력시스템공학_1분반_[AUTHOR].pdf,pypdf,parsed,pages,20,17925,,,0,
SRC-0505,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\B7flatlp.aux,text/utf-8-sig,parsed,lines,530,22426,,,,
SRC-0506,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\B7flatlp.pwb,binary signature,metadata-only,,,,,,,header=983a000000000000640000000200000001209848004604070000000000629848
SRC-0507,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\sample1 test.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0508,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\sample1 test.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0509,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\과제 문제.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0510,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\과제 문제.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0511,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,pypdf,parsed,pages,11,5946,,,17,
SRC-0512,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR].zip,metadata,metadata-only,,,,,,,
SRC-0513,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\B7flatlp.aux,text/utf-8-sig,parsed,lines,530,22426,,,,
SRC-0514,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\B7flatlp.pwb,binary signature,metadata-only,,,,,,,header=983a000000000000640000000200000001209848004604070000000000629848
SRC-0515,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\sample1 test.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0516,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\sample1 test.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0517,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\과제 문제.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0518,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\과제 문제.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0519,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,pypdf,parsed,pages,11,5946,,,17,
SRC-0520,전력시스템공학,중간과제\7과제6.png,Pillow,parsed,pixels,692244,,,,1,1206x574; mode=RGBA
SRC-0521,전력시스템공학,중간과제\newcase.pwb,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0522,전력시스템공학,중간과제\newcase.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0523,전력시스템공학,중간과제\newsample1.png,Pillow,parsed,pixels,704880,,,,1,990x712; mode=RGBA
SRC-0524,전력시스템공학,중간과제\newsample2.png,Pillow,parsed,pixels,640264,,,,1,982x652; mode=RGBA
SRC-0525,전력시스템공학,중간과제\sample.png,Pillow,parsed,pixels,459160,,,,1,883x520; mode=RGBA
SRC-0526,전력시스템공학,중간과제\sample1 test.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0527,전력시스템공학,중간과제\sample1 test.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0528,전력시스템공학,중간과제\sample1.png,Pillow,parsed,pixels,457452,,,,1,873x524; mode=RGBA
SRC-0529,전력시스템공학,중간과제\sample2.png,Pillow,parsed,pixels,478044,,,,1,882x542; mode=RGBA
SRC-0530,전력시스템공학,중간과제\sample3.png,Pillow,parsed,pixels,518848,,,,1,968x536; mode=RGBA
SRC-0531,전력시스템공학,중간과제\sample4.png,Pillow,parsed,pixels,518949,,,,1,981x529; mode=RGBA
SRC-0532,전력시스템공학,중간과제\sample5.png,Pillow,parsed,pixels,529568,,,,1,988x536; mode=RGBA
SRC-0533,전력시스템공학,중간과제\과제 2400 강하.png,Pillow,parsed,pixels,491022,,,,1,1134x433; mode=RGBA
SRC-0534,전력시스템공학,중간과제\과제 문제.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0535,전력시스템공학,중간과제\과제 문제.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0536,전력시스템공학,중간과제\과제.PWB,binary signature,metadata-only,,,,,,,header=983a0000000000002a0200000000000014000000000000000000000000000000
SRC-0537,전력시스템공학,중간과제\과제.pwd,binary signature,metadata-only,,,,,,,header=32000000c800c800562700000000000000000000000005b30000792700000000
SRC-0538,전력시스템공학,중간과제\과제1.png,Pillow,parsed,pixels,679900,,,,1,1300x523; mode=RGBA
SRC-0539,전력시스템공학,중간과제\과제2.png,Pillow,parsed,pixels,837828,,,,1,1369x612; mode=RGBA
SRC-0540,전력시스템공학,중간과제\과제3.png,Pillow,parsed,pixels,714045,,,,1,1315x543; mode=RGBA
SRC-0541,전력시스템공학,중간과제\과제4.png,Pillow,parsed,pixels,799986,,,,1,1426x561; mode=RGBA
SRC-0542,전력시스템공학,중간과제\과제5.png,Pillow,parsed,pixels,930216,,,,1,1372x678; mode=RGBA
SRC-0543,전력시스템공학,중간과제\과제6.png,Pillow,parsed,pixels,608950,,,,1,1282x475; mode=RGBA
SRC-0544,전력시스템공학,중간과제\과제7.png,Pillow,parsed,pixels,550732,,,,1,1246x442; mode=RGBA
SRC-0545,전력시스템공학,중간과제\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].hwpx,HWPX XML,parsed,sections,1,5600,,,17,
SRC-0546,전력시스템공학,중간과제\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,pypdf,parsed,pages,11,5946,,,17,
SRC-0547,전력시스템공학,중간과제\전력시스템공학__서지임피던스 계산 및 프로그램 실행 보고서_32210488_김동혁.pdf,pypdf,parsed,pages,10,3536,,,19,
SRC-0548,전력시스템공학,중간과제\화면 캡처 2025-06-22 183946.png,Pillow,parsed,pixels,744096,,,,1,1348x552; mode=RGBA
SRC-0549,전력시스템공학,중간과제\화면 캡처 2025-06-22 190327.png,Pillow,parsed,pixels,520695,,,,1,1197x435; mode=RGBA
SRC-0550,컨트롤로직설계,04. Introduction to VHDL.pdf,pypdf,parsed,pages,32,11188,,,48,
SRC-0551,컨트롤로직설계,06. VHDL Modeling.pdf,pypdf,parsed,pages,30,9080,,,70,
SRC-0552,컨트롤로직설계,07. 4-bit Full Adder.pdf,pypdf,parsed,pages,8,2156,,,18,
SRC-0553,컨트롤로직설계,08. DEC and MUX.pdf,pypdf,parsed,pages,11,1539,,,17,
SRC-0554,컨트롤로직설계,09 Finite State MachineFSM_241121_133442.pdf,pypdf,parsed,pages,8,2657,,,16,
SRC-0555,컨트롤로직설계,10. Universal Shift Register.pdf,pypdf,parsed,pages,8,2516,,,11,
SRC-0556,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR].zip,metadata,metadata-only,,,,,,,
SRC-0557,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.cache\sim\ssm.db,metadata,metadata-only,,,,,,,
SRC-0558,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.cache\wt\project.wpc,metadata,metadata-only,,,,,,,
SRC-0559,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.cache\wt\xsim.wdf,metadata,metadata-only,,,,,,,
SRC-0560,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.hw\mealy.lpr,metadata,metadata-only,,,,,,,
SRC-0561,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.ip_user_files\README.txt,text/utf-8-sig,parsed,lines,2,129,,,,
SRC-0562,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\compile.bat,text/utf-8-sig,parsed,lines,28,912,,,,
SRC-0563,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\elaborate.bat,text/utf-8-sig,parsed,lines,27,1041,,,,
SRC-0564,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\elaborate.log,text/utf-8-sig,parsed,lines,9,531,,,,
SRC-0565,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\mealy_tb.tcl,text/utf-8-sig,parsed,lines,12,449,,,,
SRC-0566,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\mealy_tb_behav.wdb,metadata,metadata-only,,,,,,,
SRC-0567,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\mealy_tb_vhdl.prj,metadata,metadata-only,,,,,,,
SRC-0568,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\simulate.bat,text/utf-8-sig,parsed,lines,27,979,,,,
SRC-0569,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\simulate.log,text/utf-8-sig,parsed,lines,2,24,,,,
SRC-0570,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xelab.pb,metadata,metadata-only,,,,,,,
SRC-0571,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\Compile_Options.txt,text/utf-8-sig,parsed,lines,2,152,,,,
SRC-0572,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\obj\xsim_0.win64.obj,metadata,metadata-only,,,,,,,
SRC-0573,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\obj\xsim_1.c,metadata,metadata-only,,,,,,,
